emotion_quadrant,music_name,SVM,Random Forest,Neural Network,SVM (Q1),SVM (Q2),SVM (Q3),SVM (Q4),Random Forest (Q1),Random Forest (Q2),Random Forest (Q3),Random Forest (Q4),Neural Network (Q1),Neural Network (Q2),Neural Network (Q3),Neural Network (Q4),Fold,total_midi_events,duration,num_unique_tracks,num_unique_channels,avg_note_pitch,std_note_pitch,min_note_pitch,max_note_pitch,pitch_range,avg_note_velocity,std_note_velocity,num_note_on_events,num_note_off_events,num_set_tempo_events
Q4,Q4_jSWItJI-Gmk_0,Q4,Q3,Q4,0.0100689,0.0215429,0.324402,0.643986,0,0,0.594286,0.405714,7.80569e-05,0.00710572,0.25127,0.741546,6,408,57.3424,2,1,59.2088,7.04651,44,75,31,23.6264,25.077,364,0,1
Q3,Q3_uj3Gif77SYM_7,Q1,Q4,Q2,0.317403,0.338738,0.212009,0.13185,0.261429,0.217619,0.256667,0.264286,0.0941881,0.494506,0.0836688,0.327637,6,944,39.9922,2,1,50.576,10.2987,38,79,41,27.5933,28.6411,868,0,1
Q3,Q3_REq37pDAm3A_3,Q4,Q3,Q3,0.0347313,0.0357693,0.38245,0.54705,0,0.16,0.515,0.325,0.0299948,0.0215853,0.710931,0.237489,6,604,49.9922,2,1,69.4674,14.342,41,96,55,29.5977,30.7,522,0,1
Q1,Q1_J6X3rVU1H-c_1,Q1,Q2,Q1,0.444201,0.511187,0.02286,0.0217527,0.3,0.68,0.02,0,0.658942,0.290113,0.0306437,0.020301,6,592,37.8021,2,1,65.1407,13.011,33,97,64,44.1,44.9155,540,0,1
Q1,Q1_sZe3IB1OVfw_1,Q1,Q4,Q1,0.368481,0.307357,0.114625,0.209537,0.291667,0.0333333,0.188333,0.486667,0.48881,0.169864,0.0857473,0.255578,6,502,29.9922,2,1,59.3896,11.8386,30,82,52,30.3377,31.3015,462,0,1
Q2,Q2_0J7lX-Tcx-w_2,Q2,Q2,Q1,0.354076,0.62052,0.0124383,0.0129658,0.4,0.6,0,0,0.522461,0.474112,0.002602,0.000825482,6,708,29.3216,2,1,64.1566,16.0923,23,98,75,42.0527,42.6214,664,0,1
Q1,Q1_94ROf10d1iA_3,Q1,Q1,Q1,0.431524,0.46521,0.0564642,0.0468014,0.41,0.275,0.1825,0.1325,0.525247,0.355426,0.0697993,0.0495283,6,666,46.1016,2,1,66.6961,12.7408,37,92,55,40.8781,41.5463,566,0,1
Q3,Q3_IH2KrGjKXw0_2,Q4,Q4,Q3,0.10132,0.195721,0.210956,0.492003,0.0880952,0.0166667,0.423333,0.471905,0.0761043,0.215944,0.364374,0.343577,6,340,29.9922,2,1,57.3158,12.1706,25,77,52,26.7599,28.737,304,0,1
Q1,Q1_iFgSjUqI7iM_1,Q1,Q2,Q1,0.451046,0.50149,0.0209703,0.0264939,0.47,0.53,0,0,0.605399,0.315062,0.0402766,0.0392626,6,532,36.9023,2,1,64.7083,13.1491,32,89,57,40.0729,41.3858,480,0,1
Q1,Q1_JT1XJnVmABo_4,Q1,Q1,Q1,0.451169,0.265298,0.0769902,0.206543,0.516667,0.316667,0.129167,0.0375,0.789539,0.0642375,0.0122247,0.133999,6,438,19.7122,2,1,63.5243,10.3537,42,83,41,32.4126,33.5887,412,0,1
Q2,Q2_epX33OVpkmA_1,Q2,Q2,Q2,0.356391,0.550538,0.0476733,0.0453978,0.1,0.9,0,0,0.159382,0.840372,0.000193629,5.25385e-05,6,1040,47.5221,2,1,52.4228,14.6627,22,76,54,49.4563,50.0295,984,0,1
Q2,Q2_7n32BtYb4d4_3,Q2,Q1,Q1,0.447724,0.542275,0.00493495,0.00506583,0.55,0.425,0.025,0,0.594618,0.395913,0.00593002,0.00353861,6,724,38.7318,2,1,60.4398,13.3734,28,88,60,42.6596,43.1491,664,0,1
Q4,Q4_OoxI6k0Qsno_1,Q4,Q3,Q4,0.0290022,0.0404669,0.371059,0.559471,0,0,0.65,0.35,0.00382052,0.0206273,0.257776,0.717776,6,272,28.9935,2,1,54.8103,6.88673,41,70,29,24.3922,25.2929,232,0,1
Q2,Q2_16OaOpfOPZ0_2,Q2,Q1,Q2,0.342219,0.49216,0.10565,0.0599709,0.5,0.5,0,0,0.104291,0.829949,0.0616115,0.00414905,6,710,56.612,2,1,54.8198,17.0758,36,89,53,42.4565,42.8522,666,0,1
Q4,Q4_vBHoSz8cJIE_2,Q4,Q3,Q4,0.0309704,0.0152541,0.181261,0.772515,0.0333333,0,0.488889,0.477778,0.0105957,0.00761101,0.177681,0.804112,6,188,36.0924,2,1,64.25,8.7478,42,90,48,29.4762,31.8014,168,0,1
Q1,Q1_BGf5nCdzPOc_0,Q2,Q2,Q2,0.416279,0.544607,0.0297654,0.0093487,0.391667,0.458333,0.15,0,0.345773,0.639894,0.00437182,0.00996136,6,1136,39.9922,2,1,62.5687,12.5723,38,83,45,37.4868,38.0501,1062,0,1
Q2,Q2_OCqMDeD6Fmc_2,Q1,Q2,Q2,0.472313,0.498355,0.0189299,0.0104015,0.153333,0.846667,0,0,0.47561,0.519062,0.00237628,0.00295187,6,1226,58.8424,2,1,58.9363,10.7766,27,84,57,38.364,38.7785,1162,0,1
Q4,Q4_v3Nl5rUxLqE_0,Q4,Q3,Q3,0.0168632,0.0439362,0.407444,0.531757,0.0666667,0,0.673333,0.26,1.17082e-06,0.00483791,0.668851,0.326309,6,270,77.1016,2,1,64.6667,12.5123,29,79,50,22.575,24.8389,240,0,1
Q4,Q4_ltNK_MY1HkM_1,Q4,Q3,Q3,0.0242526,0.0251444,0.21252,0.738083,0.05,0.08,0.779167,0.0908333,0.00378364,0.0141654,0.603464,0.378587,6,158,39.3021,2,1,63.8065,13.4465,38,88,50,31.4355,33.4954,124,0,1
Q1,Q1_1vjy9oMFa8c_5,Q2,Q2,Q2,0.408989,0.534283,0.0335225,0.0232049,0.0533333,0.946667,0,0,0.222309,0.773441,0.00370919,0.000540978,6,978,59.9922,2,1,56.0839,16.141,24,91,67,39.1349,40.1643,882,0,1
Q1,Q1_GY3f6ckBVkA_0,Q3,Q2,Q1,0.239408,0.168824,0.37407,0.217698,0.274762,0.28,0.258333,0.186905,0.715256,0.165729,0.0672586,0.0517569,6,440,19.2018,2,1,77.4266,10.5915,61,100,39,39.3739,40.4403,436,0,1
Q2,Q2_Dg935IbDggo_2,Q2,Q2,Q2,0.368047,0.553703,0.0424669,0.0357828,0.297222,0.702778,0,0,0.440871,0.516245,0.0384781,0.00440578,6,734,36.9323,2,1,58.369,15.4038,25,102,77,35.5535,36.4492,710,0,1
Q1,Q1_NGE9ynTJABg_2,Q1,Q2,Q1,0.492223,0.486264,0.0097292,0.0117835,0.486667,0.513333,0,0,0.690852,0.305724,0.00142986,0.00199485,6,590,29.9922,2,1,62.9588,13.678,26,88,62,47.676,48.4338,534,0,1
Q4,Q4_g15aRCHUJEI_0,Q4,Q3,Q4,0.0167024,0.0286733,0.299816,0.654808,0,0.025,0.855,0.12,0.00402162,0.0290799,0.415337,0.551561,6,316,38.1719,2,1,56.5887,7.25839,44,75,31,25.9433,27.7818,282,0,1
Q4,Q4_GbUV3TXUzeQ_0,Q4,Q4,Q4,0.11113,0.0541588,0.158922,0.675789,0.1,0,0.1,0.8,0.186646,0.0466602,0.180636,0.586057,6,508,39.5625,2,1,62.3134,11.2072,39,87,48,29.7673,30.8739,434,0,1
Q3,Q3_0vLPYiPN7qY_3,Q4,Q4,Q4,0.09885,0.122564,0.353698,0.424888,0.0666667,0.113333,0.12,0.7,0.0219469,0.0994897,0.214748,0.663815,6,834,49.9922,2,1,55.0363,8.73348,37,72,35,24.8031,26.3077,772,0,1
Q2,Q2_cm6E860vDjY_1,Q2,Q1,Q2,0.321908,0.668227,0.0052492,0.00461594,0.745,0.255,0,0,0.242128,0.757249,0.000350004,0.000272637,6,1034,29.9922,2,1,63.7495,13.882,26,91,65,42.8427,44.0297,966,0,1
Q1,Q1_gwmVjvR-sVs_0,Q1,Q1,Q1,0.469625,0.482312,0.0245547,0.023509,0.703333,0.296667,0,0,0.69624,0.30258,0.000751799,0.000427874,6,674,29.9922,2,1,65.472,15.4205,23,98,75,49.0217,49.6265,644,0,1
Q1,Q1_RaUSISlnhKw_2,Q2,Q2,Q2,0.274077,0.703707,0.0123151,0.00990083,0.0809524,0.919048,0,0,0.258087,0.73364,0.00778731,0.000486227,6,820,39.6914,2,1,67.1024,16.9406,24,96,72,38.4803,39.4113,762,0,1
Q4,Q4_nGkpcWNAxDU_2,Q3,Q3,Q1,0.243631,0.292886,0.250083,0.2134,0.15,0.11,0.62,0.12,0.464084,0.391406,0.0848445,0.0596656,6,580,22.5026,2,1,63.2472,17.5064,32,96,64,24.5599,26.5594,534,0,1
Q3,Q3_qlbazHayULg_9,Q4,Q4,Q3,0.0935354,0.213113,0.261528,0.431824,0,0,0.468333,0.531667,0.0364993,0.255807,0.504127,0.203566,6,366,29.9922,2,1,60.6024,11.8019,26,72,46,26.988,28.3131,332,0,1
Q4,Q4_pRuwHN-lI44_3,Q3,Q3,Q3,0.00655489,0.0112691,0.478018,0.504158,0,0,0.7,0.3,0.000113783,0.000804077,0.68409,0.314992,6,372,58.0924,2,1,72.6463,9.43074,47,94,47,27.3384,28.3536,328,0,1
Q4,Q4_pRuwHN-lI44_1,Q4,Q4,Q4,0.110074,0.0856732,0.146308,0.657945,0.025,0.0309524,0.289048,0.655,0.186921,0.0535329,0.142907,0.616639,6,410,29.9922,2,1,57.7901,9.20136,35,80,45,27.6105,29.8694,362,0,1
Q3,Q3_Oku8sIpTMAE_3,Q4,Q3,Q3,0.00687467,0.0145057,0.286454,0.692166,0.04,0,0.526667,0.433333,0.000561741,0.00119564,0.511876,0.486367,6,392,39.9922,2,1,67.0311,7.35017,45,84,39,20.443,22.3994,386,0,1
Q1,Q1_GbUV3TXUzeQ_1,Q2,Q2,Q2,0.323402,0.655022,0.0110559,0.0105197,0.247619,0.752381,0,0,0.431181,0.559756,0.0068829,0.00218024,6,686,32.5026,2,1,64.3312,15.3627,25,94,69,39.5899,40.1444,634,0,1
Q3,Q3_QJlnTN7HRwE_0,Q4,Q4,Q4,0.00336261,0.0096839,0.169691,0.817263,0,0,0.388095,0.611905,0.000616605,0.00332005,0.270102,0.725961,6,228,39.9922,2,1,59.9574,10.3272,40,81,41,23.2553,25.2749,188,0,1
Q2,Q2_bfopzItCYrE_1,Q1,Q1,Q1,0.485136,0.483858,0.0151224,0.015884,0.703333,0.196667,0,0.1,0.588651,0.336096,0.0496783,0.0255749,6,526,36.7122,2,1,56.2687,13.5064,29,81,52,39.3943,40.2316,454,0,1
Q4,Q4_heBmBQDWj-M_0,Q4,Q4,Q4,0.0178568,0.0257371,0.238271,0.718135,0,0,0.4,0.6,0.00696297,0.0215678,0.347852,0.623618,6,494,39.2917,2,1,58.4489,7.3256,42,76,34,24.6667,25.5123,450,0,1
Q2,Q2_XC_SiJszQx0_1,Q1,Q1,Q1,0.480771,0.482634,0.0214572,0.015138,0.4625,0.4125,0.025,0.1,0.564775,0.396486,0.0267656,0.0119733,6,710,47.3919,2,1,60.9966,14.2457,29,84,55,39.0101,39.6181,596,0,1
Q3,Q3_gvWDOIiocuE_2,Q3,Q3,Q3,0.0799459,0.0623074,0.597366,0.26038,0.0583333,0.02,0.812381,0.109286,0.0114277,0.0290546,0.912693,0.046825,6,306,39.5716,2,1,78.9855,7.62387,55,91,36,34.2428,35.8735,276,0,1
Q4,Q4_yC0fAQxGgr0_1,Q4,Q4,Q4,0.0194735,0.0310527,0.277903,0.671571,0.0666667,0.0333333,0.280952,0.619048,0.00595948,0.0141892,0.325806,0.654045,6,696,49.9922,2,1,59.5719,9.04061,40,76,36,23.0234,24.5307,598,0,1
Q2,Q2_61EA0xRX8gE_4,Q1,Q2,Q2,0.481636,0.493712,0.0127373,0.0119149,0.491667,0.508333,0,0,0.468607,0.510601,0.016128,0.00466414,6,616,37.8021,2,1,55.35,14.7957,29,87,58,45.0839,45.9044,560,0,1
Q1,Q1_UOSlDydo94E_0,Q2,Q1,Q2,0.23343,0.395595,0.21617,0.154805,0.4125,0.391667,0,0.195833,0.0850695,0.724891,0.109072,0.0809665,6,482,28.8815,2,1,53.7557,6.39615,36,64,28,36.9389,38.109,442,0,1
Q2,Q2_Uu-oRTRT6uQ_2,Q1,Q1,Q1,0.498736,0.465864,0.0177533,0.0176466,0.586667,0.413333,0,0,0.743839,0.253762,0.00108916,0.00131032,6,594,27.9518,2,1,61.2923,15.0455,25,93,68,48.4718,49.0924,568,0,1
Q2,Q2_JMt4m608s3k_1,Q2,Q2,Q2,0.426469,0.549331,0.0110223,0.0131777,0.16,0.8,0,0.04,0.271096,0.726447,0.00168591,0.000770645,6,828,38.0924,2,1,52.3207,12.7541,26,81,55,46.7052,47.429,736,0,1
Q3,Q3_c6CwY8Gbw0c_4,Q3,Q2,Q3,0.190344,0.198175,0.346207,0.265274,0.0428571,0.374286,0.2275,0.355357,0.306472,0.256343,0.358779,0.078406,6,778,39.9922,2,1,68.0992,14.1675,40,95,55,28.9844,30.8272,706,0,1
Q2,Q2_S7Bo4-NCEDk_1,Q1,Q1,Q2,0.431607,0.517456,0.0378608,0.0130764,0.775,0.125,0,0.1,0.40512,0.557149,0.0146824,0.0230485,6,988,36.9518,2,1,65.3992,12.1754,37,83,46,35.4784,36.0672,972,0,1
Q2,Q2_--2B4d4lQhs_2,Q1,Q1,Q2,0.452531,0.514103,0.0163412,0.0170257,0.642857,0.357143,0,0,0.310763,0.689059,0.000142474,3.46679e-05,6,1186,36.862,2,1,65.7592,14.4028,29,100,71,48.3014,48.8351,1138,0,1
Q2,Q2_qlbazHayULg_2,Q2,Q2,Q2,0.358993,0.604819,0.0181992,0.0179884,0.255556,0.744444,0,0,0.0884267,0.911373,0.000185643,1.4381e-05,6,1350,39.9922,2,1,60.0654,16.8671,22,98,76,40.2432,40.9496,1254,0,1
Q1,Q1_o5AIp2Yc01M_0,Q1,Q1,Q1,0.462164,0.524739,0.0065404,0.00655598,0.575,0.325,0.1,0,0.545703,0.446399,0.0023833,0.00551467,6,760,29.9922,2,1,66.6561,11.7635,38,89,51,42.2861,42.8927,692,0,1
Q3,Q3_9Xg69XrVaYU_0,Q4,Q3,Q4,0.0141817,0.0280406,0.374206,0.583572,0,0,0.666667,0.333333,0.000407882,0.000289022,0.484258,0.515045,6,518,39.9922,2,1,62.1102,7.35006,53,88,35,17.9547,20.3361,508,0,1
Q3,Q3_0c2dTJTDUR4_0,Q2,Q2,Q2,0.163396,0.432674,0.25247,0.15146,0.183333,0.586667,0,0.23,0.0412181,0.565863,0.310256,0.0826632,6,202,29.9922,2,1,51.6585,10.0003,28,64,36,36.6646,37.51,164,0,1
Q2,Q2_pouxqiySdI8_0,Q1,Q2,Q1,0.467246,0.458604,0.0414715,0.0326789,0.25,0.75,0,0,0.677465,0.289134,0.0257,0.00770154,6,612,29.9922,2,1,55.5428,16.0338,31,101,70,42.9851,43.301,538,0,1
Q4,Q4_OUb9uaOlWAM_0,Q4,Q3,Q4,0.00535236,0.0131707,0.231062,0.750415,0,0.0666667,0.586667,0.346667,0.000571386,0.0120411,0.379776,0.607611,6,242,51.0117,2,1,65.5714,10.5465,36,86,50,29.9286,30.97,182,0,1
Q1,Q1_dfNdpy8TUzA_1,Q1,Q2,Q1,0.452768,0.479237,0.0181098,0.0498852,0.32,0.58,0,0.1,0.76917,0.135506,0.0163207,0.0790032,6,392,26.9115,2,1,61.9563,11.2246,33,85,52,39.306,39.9118,366,0,1
Q2,Q2_0v2N1ROvEI0_0,Q2,Q2,Q2,0.334471,0.473491,0.111939,0.0801002,0.0866667,0.913333,0,0,0.0126687,0.987323,7.11575e-06,1.28412e-06,6,1832,48.862,2,1,52.5816,16.3764,24,94,70,40.9234,41.2696,1802,0,1
Q3,Q3_77z6Ep3aOmg_0,Q4,Q4,Q4,0.00893632,0.0175596,0.224258,0.749246,0,0,0.075,0.925,0.00143512,0.0095771,0.210877,0.778111,6,496,46.4414,2,1,55.405,9.83987,38,76,38,22.0375,23.2315,400,0,1
Q2,Q2_1kny88W533Q_4,Q1,Q1,Q2,0.47122,0.515266,0.00607398,0.0074401,0.476667,0.35,0.133333,0.04,0.43772,0.551947,0.0060741,0.00425904,6,750,39.9922,2,1,54.3482,11.6548,28,79,51,43.5,44.3012,672,0,1
Q1,Q1_JYVXM0qNQAg_0,Q1,Q3,Q1,0.35159,0.326129,0.137464,0.184817,0.225,0.216667,0.34,0.218333,0.417926,0.215625,0.185699,0.18075,6,546,39.9922,2,1,57.2594,12.4658,36,81,45,32.6381,33.2783,478,0,1
Q2,Q2_ezoAduuCkUs_0,Q2,Q3,Q2,0.318885,0.391481,0.240711,0.0489227,0.271667,0.153333,0.35,0.225,0.24395,0.421791,0.185592,0.148667,6,1094,39.8424,2,1,62.6753,10.4441,31,84,53,27.8256,29.8316,1084,0,1
Q3,Q3_2eIsQtm4YNs_1,Q4,Q3,Q4,0.212364,0.156014,0.169498,0.462123,0.1,0,0.866667,0.0333333,0.186861,0.115102,0.301012,0.397025,6,482,39.9922,2,1,58.1893,12.2078,41,84,43,32.335,33.4238,412,0,1
Q2,Q2_jIKX3ShvLxo_2,Q2,Q2,Q2,0.337573,0.644807,0.0102006,0.00741963,0.02,0.98,0,0,0.0764227,0.922854,0.000570849,0.000151991,6,1130,38.9622,2,1,54.1654,14.4298,26,93,67,39.8141,40.4227,1076,0,1
Q3,Q3_kDGmND1BgmA_0,Q3,Q3,Q3,0.0454888,0.0766872,0.596462,0.281362,0.0861111,0.045,0.69127,0.177619,0.00023604,0.00308382,0.973675,0.0230049,6,168,49.3724,2,1,77.3086,8.29374,69,95,26,39.4198,40.5954,162,0,1
Q3,Q3_uj3Gif77SYM_0,Q4,Q3,Q3,0.0574051,0.128831,0.427361,0.386403,0.0333333,0.26,0.636667,0.07,0.0075157,0.114882,0.846001,0.0316015,6,340,39.9922,2,1,70.6419,17.246,32,90,58,27.6047,29.8378,296,0,1
Q1,Q1_4ydjOX3pWds_1,Q1,Q1,Q1,0.477017,0.494583,0.0112705,0.01713,0.808333,0.191667,0,0,0.777309,0.215232,0.00165366,0.00580508,6,488,19.9922,2,1,57.148,15.0128,27,82,55,44.4395,45.0583,446,0,1
Q4,Q4_vBHoSz8cJIE_0,Q4,Q3,Q4,0.0106362,0.0151234,0.201305,0.772935,0,0,0.523333,0.476667,0.00311427,0.0119509,0.342341,0.642593,6,234,39.6016,2,1,64.6915,8.73744,42,83,41,27.4255,29.5848,188,0,1
Q1,Q1_HY9vPoHbgaI_3,Q1,Q1,Q1,0.419637,0.292649,0.083285,0.204429,0.486667,0.07,0.302381,0.140952,0.6178,0.0903449,0.066634,0.225221,6,314,26.9518,2,1,62.5571,11.0621,41,82,41,35.9571,36.8154,280,0,1
Q1,Q1_zHwJG8Rrx6c_2,Q1,Q2,Q1,0.480366,0.496616,0.0120407,0.0109776,0.366667,0.513333,0.1,0.02,0.580064,0.383581,0.0164416,0.0199137,6,736,39.9922,2,1,63.1715,10.9178,36,87,51,38.9564,39.5459,688,0,1
Q1,Q1_SQDuF0qxGQw_0,Q1,Q2,Q1,0.473314,0.486475,0.016333,0.0238777,0.37,0.63,0,0,0.641613,0.26023,0.0370596,0.061097,6,526,37.7721,2,1,61.188,10.5314,36,80,44,40.1068,40.8099,468,0,1
Q3,Q3_qlbazHayULg_13,Q1,Q4,Q4,0.327875,0.324661,0.240285,0.107179,0.125238,0.254762,0.27,0.35,0.186244,0.254286,0.191397,0.368073,6,900,49.9922,2,1,59.7206,8.278,28,76,48,27.7148,29.3223,866,0,1
Q2,Q2_epX33OVpkmA_2,Q2,Q2,Q2,0.418522,0.521632,0.0304179,0.0294276,0.133333,0.866667,0,0,0.274576,0.721371,0.00288556,0.0011668,6,700,29.9922,2,1,48.7915,14.0652,24,88,64,45.8852,47.2052,662,0,1
Q1,Q1_aYe-2Glruu4_3,Q1,Q1,Q1,0.446544,0.43905,0.0520532,0.0623533,0.7,0.3,0,0,0.668681,0.278653,0.0151336,0.0375321,6,552,29.9922,2,1,69.0949,11.3981,38,91,53,37.4229,38.2181,506,0,1
Q2,Q2_3ZnxqCZ7qGg_1,Q4,Q4,Q3,0.0653916,0.0861241,0.323875,0.524609,0.209524,0.11381,0.2,0.476667,0.0449506,0.124136,0.543955,0.286958,6,380,38.7214,2,1,64.0169,8.36591,48,76,28,31.274,32.1456,354,0,1
Q1,Q1__kJtgm1OUNA_0,Q1,Q1,Q1,0.380477,0.140745,0.288692,0.190086,0.744444,0,0.238889,0.0166667,0.358872,0.137975,0.288038,0.215115,6,508,36.6315,2,1,68.3277,11.6854,49,96,47,35.3866,37.3451,476,0,1
Q3,Q3_G4rL_OtfFAU_0,Q4,Q4,Q4,0.0681516,0.0814246,0.367138,0.483286,0.05,0,0.283333,0.666667,0.0210452,0.0249199,0.276746,0.677289,6,800,39.9922,2,1,60.8042,11.007,32,77,45,20.8571,23.2483,756,0,1
Q3,Q3_JT1XJnVmABo_1,Q1,Q1,Q1,0.322267,0.219132,0.163083,0.295518,0.55,0.133333,0.15,0.166667,0.335201,0.210234,0.20301,0.251555,6,492,39.8815,2,1,61.7991,10.2641,44,83,39,34.779,35.7683,448,0,1
Q4,Q4_xgtwQGeB6_0_0,Q4,Q3,Q4,0.0137719,0.0267156,0.309524,0.649988,0,0,0.754167,0.245833,0.000142546,0.0100957,0.254496,0.735265,6,484,59.9922,2,1,55.5894,11.1677,26,81,55,18.5966,20.6514,414,0,1
Q2,Q2_3ZnxqCZ7qGg_2,Q1,Q1,Q1,0.448567,0.361434,0.110853,0.0791461,0.693333,0.1,0.186667,0.02,0.625083,0.318893,0.0298748,0.0261495,6,568,29.9922,2,1,72.9704,12.0231,45,88,43,37.3481,38.2289,540,0,1
Q4,Q4_ltNK_MY1HkM_0,Q4,Q3,Q3,0.0220196,0.0345039,0.188754,0.754723,0.075,0,0.875,0.05,0.00779301,0.0282799,0.51995,0.443977,6,218,39.0117,2,1,62.975,12.1137,38,83,45,30.4563,32.2535,160,0,1
Q2,Q2_61EA0xRX8gE_3,Q2,Q2,Q2,0.377808,0.605959,0.00894533,0.00728806,0.0166667,0.983333,0,0,0.0938648,0.904963,0.00073664,0.000435299,6,1036,39.9922,2,1,51.447,12.1818,29,84,55,42.9272,43.8214,962,0,1
Q1,Q1_bQS8eAXAhyE_2,Q1,Q3,Q1,0.418933,0.423254,0.101762,0.0560513,0.358333,0.25,0.391667,0,0.53201,0.399665,0.0394161,0.028909,6,758,39.9922,2,1,68.5785,11.265,45,86,41,37.7602,38.7984,688,0,1
Q3,Q3_7JIdJLkJ0S4_1,Q3,Q4,Q3,0.158076,0.225157,0.391904,0.224863,0.1,0.2,0.3,0.4,0.0713222,0.374624,0.409598,0.144455,6,722,39.9922,2,1,55.5132,15.4862,22,78,56,21.368,23.1816,682,0,1
Q4,Q4_MT2_mXn-vGU_2,Q4,Q4,Q4,0.017923,0.0121123,0.151737,0.818228,0,0,0.16,0.84,0.0216109,0.0110026,0.211882,0.755505,6,382,39.9922,2,1,63.1479,9.76316,40,88,48,27.3018,29.7249,338,0,1
Q2,Q2_61EA0xRX8gE_1,Q2,Q2,Q2,0.413362,0.573326,0.00732004,0.00599186,0.325,0.675,0,0,0.28855,0.70732,0.00329335,0.000836694,6,810,39.3216,2,1,55.1883,14.9836,25,84,59,43.187,44.0615,754,0,1
Q3,Q3_ldCQ6N9G6Mk_3,Q1,Q1,Q1,0.430872,0.369883,0.0660165,0.133228,0.48,0.2,0.205714,0.114286,0.292034,0.232506,0.209792,0.265669,6,434,39.4714,2,1,58.8934,11.4262,39,87,48,37.5863,39.4095,394,0,1
Q2,Q2_yhIncZ_Ue4E_2,Q1,Q1,Q1,0.376516,0.233519,0.10987,0.280095,0.641667,0.0166667,0.25,0.0916667,0.500893,0.130303,0.0960236,0.27278,6,462,36.7617,2,1,60.109,9.39917,37,85,48,33.6659,34.2385,422,0,1
Q1,Q1_9Yb9OEVwups_0,Q2,Q2,Q2,0.29761,0.434727,0.139546,0.128117,0.242857,0.440476,0.25,0.0666667,0.264904,0.374502,0.165639,0.194955,6,438,29.9922,2,1,52.9479,10.0457,31,71,40,33.9688,35.0457,384,0,1
Q4,Q4_KRlAez34QfE_1,Q4,Q4,Q4,0.0741994,0.0462474,0.133173,0.74638,0,0.1,0.2,0.7,0.181824,0.0340056,0.115526,0.668643,6,410,29.9922,2,1,62.2366,9.74876,38,82,44,27.1022,29.0531,372,0,1
Q1,Q1_UOSlDydo94E_1,Q2,Q2,Q1,0.424127,0.51666,0.0229494,0.0362628,0.320833,0.4125,0.1,0.166667,0.532783,0.357944,0.0544989,0.0547745,6,416,29.9922,2,1,60.9402,11.7481,29,76,47,38.1685,39.558,368,0,1
Q1,Q1_Wy2-my19YnY_1,Q1,Q1,Q1,0.464569,0.518966,0.00740691,0.00905872,0.67,0.313333,0,0.0166667,0.643441,0.354036,0.000957637,0.00156606,6,650,29.9922,2,1,63.645,12.8175,25,86,61,47.2638,47.7856,614,0,1
Q3,Q3_wS0RzrBL9UI_0,Q3,Q3,Q3,0.00886074,0.0204103,0.574551,0.396178,0,0,0.7,0.3,5.50944e-06,4.9321e-05,0.854909,0.145036,6,324,56.4818,2,1,74.6387,11.001,51,96,45,21.3548,24.7778,310,0,1
Q3,Q3_H6_7DjsbROQ_2,Q4,Q3,Q3,0.0200164,0.0524629,0.401234,0.526287,0,0.075,0.505952,0.419048,6.20115e-05,0.000130694,0.538556,0.461252,6,376,37.832,2,1,65.9457,6.40055,55,84,29,16.913,18.3186,368,0,1
Q4,Q4_22S3w4idugs_0,Q4,Q4,Q4,0.0166145,0.0304436,0.158888,0.794054,0.0666667,0.0166667,0.166667,0.75,0.0254539,0.0178125,0.196729,0.760004,6,294,29.9922,2,1,58.76,10.9114,37,78,41,25.016,26.1569,250,0,1
Q3,Q3_-vAz_HTFEXs_0,Q4,Q4,Q4,0.00338089,0.0109225,0.224169,0.761528,0,0,0.353333,0.646667,0.000141691,0.00378534,0.175574,0.820499,6,368,59.9922,2,1,60.1933,10.527,38,86,48,25.4633,26.8158,300,0,1
Q2,Q2_b8HVQtIoBYU_0,Q1,Q2,Q2,0.394574,0.499392,0.062072,0.0439622,0.268333,0.416667,0.2375,0.0775,0.248173,0.635311,0.0950156,0.0215011,6,468,39.9922,2,1,51.2336,13.312,24,79,55,36.6449,37.1139,428,0,1
Q2,Q2_snfsc7pEzlk_2,Q2,Q2,Q2,0.31434,0.674418,0.00564885,0.00559309,0,1,0,0,0.247835,0.750818,0.00109245,0.000254698,6,932,29.9922,2,1,62.1465,16.2764,27,96,69,40.6911,41.2036,874,0,1
Q4,Q4_oTi57hZfArE_0,Q4,Q4,Q4,0.00420823,0.0108502,0.152642,0.832299,0,0,0.0416667,0.958333,0.00130551,0.00431684,0.201005,0.793373,6,306,39.9922,2,1,57.7857,10.3204,38,81,43,23.2103,24.0473,252,0,1
Q2,Q2_l-4Kce3YxxQ_0,Q2,Q2,Q2,0.343234,0.610727,0.0248867,0.0211524,0.0166667,0.983333,0,0,0.0440774,0.955471,0.000239126,0.000212737,6,1080,29.9922,2,1,48.3653,12.5339,30,83,53,44.3403,44.8851,1002,0,1
Q4,Q4_Cir1kZyB7QM_1,Q4,Q3,Q4,0.0181111,0.0329585,0.314605,0.634325,0,0.025,0.708333,0.266667,0.00230654,0.00798025,0.237582,0.752131,6,242,29.9922,2,1,58.3684,7.3507,44,72,28,23.1474,24.3354,190,0,1
Q1,Q1_uqRLEByE6pU_0,Q1,Q1,Q1,0.486192,0.444852,0.0431746,0.0257811,0.55,0.425,0,0.025,0.780273,0.192438,0.0145008,0.0127876,6,1022,56.9414,2,1,62.6806,11.0685,30,92,62,35.4092,35.866,958,0,1
